ACCOUNT_NUMBER,TRADE_ID,CUST_ID,LOAN_TYPE,TRANS_ID,TRANS_DATE,PRICE,QUANTITY,AMOUNT,TRADE_EXECUTION_STATUS,INST_TYPE,EXCHANGE,INDEX_NAME,TRADE_TS,TRADE_TYPE,BUY_SELL_SIDE,TRADER__ID,BROKER_ID,COMMENTS,TRADE_BOOKING_STATE,INTERNAL_TRADE_ID,BOOK_ID,COUNTERPARTY_LE,NOTIONAL_VALUE,INTEREST_RATE,FIXED_RATE,FLOAT_RATE,OPTION_EXPIRY_DATE,OPTION_TYPE,STRIKE_PRICE,BUY_SELL,SETTLEMENT_FREQUENCY,SETTLEMENT_STATUS,SETTLEMENT_CURRENCY,SETTLEMENT_METHOD,MISC_BLOB_1,MISC_BLOB_2,VERSION
2947e5613ca3d60,35a4e956,21dbeb810753860,STATE,6939790,2018-07-03,182.1011,120506,21944275.16,REJECTED,BROKER,NYSE,STOXX EUROPE,2018-09-24 12:52:19.901,BUY LIMIT,SELL SIDE,317,47,CUST_ID: '21dbeb810753860' PRICE: '182.101100' LOAN_TYPE: 'STATE' EXCHANGE: 'NYSE',REVIEW,643342181,2456319,Deutsche Bank,3631277.28,2.63,2.63,2.21,2020-11-22,ETC,171.3347,SELL,DAILY,REJECTED,USD,PHYSICAL,24058efd29beca8,258b792ccef0158,1
1bed5c50ce44c38,35a4e957,20a1c77745c6908,STATE,6939790,2018-07-03,154.0412,704452,108514631.42,EXECUTED,BANK,NASDAQ,DOW GLOBAL,2018-09-25 06:31:42.943,BUY LIMIT,THIRD PARTY,198,326,CUST_ID: '20a1c77745c6908' PRICE: '154.041200' LOAN_TYPE: 'STATE' EXCHANGE: 'NASDAQ',SUBMITTED,688898055,9534779,Santander,1511430.00,9.20,9.20,5.60,2020-12-11,OTC,138.2567,BUY,SEMI ANNUAL,DONE,CNY,PHYSICAL,175b7db346efcf1,19039686cbacdfe,1
171c01c9a5ef026,35a4e958,1671799470b5703,STATE,6939790,2018-07-03,182.4797,808163,147473341.79,IN PROCESS,STATE,CME,SP500,2018-09-25 04:21:52.553,BUY LIMIT,GOVT,717,588,CUST_ID: '1671799470b5703' PRICE: '182.479700' LOAN_TYPE: 'STATE' EXCHANGE: 'CME',INITIATED,611724465,3829760,UBS,4073701.30,4.49,4.49,12.35,2021-03-09,PUT,197.2351,SELL,SEMI ANNUAL,DONE,MXN,ELECTRONIC,29a6a2a31717170,260d57541df3d10,1
2636b0a88436ed0,35a4e959,246eaf80e2d5c78,LOAN_DAILY_BAL,7030891,2018-08-02,170.1847,1633121,277932248.37,DEFERRED,CUSTODIAN,AMEX,STOXX EUROPE,2018-09-28 03:59:55.769,BUY STOP,SELL SIDE,115,214,CUST_ID: '246eaf80e2d5c78' PRICE: '170.184725' LOAN_TYPE: 'LOAN_DAILY_BAL' EXCHANGE: 'AMEX',CLEARED,375446676,8603405,ICBC,6223279.64,5.86,5.86,6.56,2018-09-30,CALL,86.0869,SELL,SEMI ANNUAL,REJECTED,SEK,PHYSICAL,29dbc64f15e3370,17dd8ed0b4aba66,1
1c5f46635b87124,35a4e962,1ee331c47fc43d8,STATE,3743648,2018-07-08,171.7788,339576,58331957.79,IN PROCESS,CLEARING HOUSE,PHLX,FTSE WORLD,2018-09-26 12:40:11.676,MARKET,BUY SIDE,965,642,CUST_ID: '1ee331c47fc43d8' PRICE: '171.778800' LOAN_TYPE: 'STATE' EXCHANGE: 'PHLX',REVIEW,266896988,3454830,Wells Fargo,3802097.87,5.73,5.73,8.09,2020-04-16,ETC,164.8055,SELL,SEMI ANNUAL,REJECTED,CHF,PHYSICAL,25db9f692160430,26318fdd3ea0430,1
22a10f7fc477d70,35a4e962,20c40f77e5d43a8,STATE,7947059,2018-09-09,86.7375,221436,19206805.05,CANCELLED,CLEARING HOUSE,AMEX,VIX,2018-09-26 12:40:11.676,SELL STOP,BUY SIDE,745,367,CUST_ID: '20c40f77e5d43a8' PRICE: '86.737500' LOAN_TYPE: 'STATE' EXCHANGE: 'AMEX',INITIATED,612238833,1787694,Bradesco,7918589.12,7.28,7.28,4.52,2021-04-13,ETC,82.1979,BUY,WEEKLY,HOLD,CAD,THIRD PARTY,1846e561bbe535e,2543299398a4078,1
18194034f38b98d,35a4e962,22fda056fe95a78,CORP,5084135,2018-08-08,116.4328,123015,14322980.89,IN PROCESS,CUSTODIAN,AMEX,DOW JONES IND,2018-09-26 12:40:11.676,BUY LIMIT,SELL SIDE,234,945,CUST_ID: '22fda056fe95a78' PRICE: '116.432800' LOAN_TYPE: 'CORP' EXCHANGE: 'AMEX',REVIEW,287613569,6600335,Goldman Sachs,9535102.37,11.10,11.10,5.85,2018-10-18,OTC,125.8417,BUY,WEEKLY,HOLD,CAD,ELECTRONIC,1d5ec5eb678563c,1d3f3071ba597a0,1
1ca9c5f288fd90c,35a4e963,1ba533c48e52efc,CD,1989645,2018-08-01,98.7842,523977,51760648.76,REJECTED,BANK,ISE,STOXX EUROPE,2018-09-29 07:45:06.421,BUY LIMIT,THIRD PARTY,614,681,CUST_ID: '1ba533c48e52efc' PRICE: '98.784200' LOAN_TYPE: 'CD' EXCHANGE: 'ISE',SUBMITTED,786534986,7518963,Capital One,2132790.42,8.44,8.44,10.89,2019-03-17,PUT,99.9419,HOLD,DAILY,CANCELLED,CHF,PHYSICAL,1fed5ddf1c84428,1d2b48edfcd54b8,1
1fb3702a4c70018,35a4e964,2437d1f9de84e90,CD,1989645,2018-08-01,93.3178,747794,69782490.93,REJECTED,CLEARING HOUSE,NSX,DOW GLOBAL,2018-09-23 08:05:54.790,SELL LIMIT,BUY SIDE,759,77,CUST_ID: '2437d1f9de84e90' PRICE: '93.317800' LOAN_TYPE: 'CD' EXCHANGE: 'NSX',INITIATED,855031489,4064426,Citi,531777.27,8.19,8.19,3.02,2019-04-14,OTC,86.3396,HOLD,MONTHLY,HOLD,CNY,THIRD PARTY,1a2f14ca3c33082,282d74174ef68d0,1
1997bde9cbd1e30,35a4e965,242696728c2cf78,CD,1989645,2018-08-01,176.3618,307677,54262469.54,DEFERRED,CUSTODIAN,NASDAQ,DOW JONES TRANSPORT,2018-09-24 04:29:04.652,SELL LIMIT,INST,186,358,CUST_ID: '242696728c2cf78' PRICE: '176.361800' LOAN_TYPE: 'CD' EXCHANGE: 'NASDAQ',SUBMITTED,105971060,5115691,Barclays,9956541.33,3.72,3.72,7.06,2019-05-14,ETC,192.2782,BUY,DAILY,HOLD,SEK,PHYSICAL,1c624689be70dfc,2bd7794a0ee9480,1
25b20daee733838,35a4e966,2092d5fe2cd93f0,CD,1989645,2018-08-01,22.7185,250047,5680692.77,REJECTED,FEDERAL,NYSE,VIX,2018-09-29 07:18:36.248,BUY STOP,THIRD PARTY,565,654,CUST_ID: '2092d5fe2cd93f0' PRICE: '22.718500' LOAN_TYPE: 'CD' EXCHANGE: 'NYSE',INITIATED,384680551,4235637,Morgan Stanley,5446104.99,5.46,5.46,8.61,2020-11-01,CALL,21.6537,HOLD,MONTHLY,REJECTED,GBP,PHYSICAL,1a8c5a8eb0864a0,1720e95d3b0d533,1
29ea5493f1d5cb0,35a4e967,2bbaa2938fe6e20,CD,1989645,2018-08-01,25.5526,262171,6699150.69,CANCELLED,FEDERAL,AMEX,DOW JONES IND,2018-09-26 08:04:50.228,STOP,SELL SIDE,631,461,CUST_ID: '2bbaa2938fe6e20' PRICE: '25.552600' LOAN_TYPE: 'CD' EXCHANGE: 'AMEX',REVIEW,635572506,8098180,Citi,3273482.94,10.62,10.62,12.84,2019-10-29,OTC,26.6396,SELL,DAILY,DONE,MXN,THIRD PARTY,17d1dcb05daa9f0,2753df487c9dfc0,1
28e548babffc9b0,35a4e968,1c85ef44b6ec880,LOAN_DAILY_BAL,5176996,2018-09-08,89.9692,2091666,188185452.70,BOOKED,STATE,PHLX,RUSSEL MIDCAP,2018-09-29 08:52:18.068,BUY LIMIT,INST,93,162,CUST_ID: '1c85ef44b6ec880' PRICE: '89.969169' LOAN_TYPE: 'LOAN_DAILY_BAL' EXCHANGE: 'PHLX',REVIEW,536048070,2852428,JP Morgan,3680732.94,3.10,3.10,2.10,2018-11-08,PUT,12.8029,SUSPEND,MONTHLY,CANCELLED,MXN,PHYSICAL,2180069b11adb08,2a3054b62f85f80,1
2846ba3feb31cb0,35a4e976,175c7cc83628850,STATE,5176996,2018-08-24,198.3222,671115,133097003.25,BOOKED,BANK,CHX,DOW GLOBAL,2018-09-23 12:41:22.379,STOP,BUY SIDE,663,223,CUST_ID: '175c7cc83628850' PRICE: '198.322200' LOAN_TYPE: 'STATE' EXCHANGE: 'CHX',CLEARED,865902490,5378055,Bank of America,7639862.88,12.51,12.51,7.95,2020-05-28,CALL,213.5276,HOLD,WEEKLY,HOLD,JPY,THIRD PARTY,23dfd18a8175bb8,1b134dde0e82db8,1
2bbc58e4726aa20,35a4e977,2b2f83b69415770,STATE,5176996,2018-08-24,74.8966,202939,15199441.11,DEFERRED,FEDERAL,ISE,NASDAQ COMP,2018-09-25 06:04:41.593,STOP,BUY SIDE,339,897,CUST_ID: '2b2f83b69415770' PRICE: '74.896600' LOAN_TYPE: 'STATE' EXCHANGE: 'ISE',SUBMITTED,852335045,3107537,China Construction Bank,6296787.94,9.05,9.05,9.33,2018-10-20,ETC,74.8601,HOLD,QUARTERLY,CANCELLED,CNY,ELECTRONIC,298438231073820,263f66b6df6a9b0,1
296bccea44e4cd0,35a4e978,248a15412c54720,STATE,5176996,2018-08-24,16.1283,61331,989164.77,BOOKED,CLEARING HOUSE,PHLX,DOW JONES IND,2018-09-29 05:39:59.246,SELL STOP,SELL SIDE,442,218,CUST_ID: '248a15412c54720' PRICE: '16.128300' LOAN_TYPE: 'STATE' EXCHANGE: 'PHLX',SUBMITTED,124976002,406308,Santander,9059056.51,7.43,7.43,9.17,2019-07-01,CALL,16.4144,SELL,WEEKLY,DONE,MXN,PHYSICAL,1fedd6b86010b20,20e983083403bd8,1
29da60dce577a70,35a4e979,265b69bb19c50a0,STATE,5176996,2018-08-24,119.9841,406749,48803412.69,BOOKED,FEDERAL,CBOE,RUSSEL MIDCAP,2018-09-26 07:10:53.841,MARKET,SELL SIDE,475,877,CUST_ID: '265b69bb19c50a0' PRICE: '119.984100' LOAN_TYPE: 'STATE' EXCHANGE: 'CBOE',CLEARED,402573482,9464717,Chase,712123.53,7.74,7.74,6.24,2018-12-05,OTC,128.0185,HOLD,WEEKLY,CANCELLED,CAD,THIRD PARTY,1fcf58c57837d38,2530ede053414b0,1
23cb5c18fe132d8,35a4e97a,1d962e6ef2c30d4,LOAN_DAILY_BAL,7682605,2018-07-29,147.5926,1342134,198089021.82,CANCELLED,CUSTODIAN,NYSE,NASDAQ COMP,2018-09-24 06:16:39.332,BUY LIMIT,BUY SIDE,926,398,CUST_ID: '1d962e6ef2c30d4' PRICE: '147.592582' LOAN_TYPE: 'LOAN_DAILY_BAL' EXCHANGE: 'NYSE',REVIEW,807852421,5664498,Goldman Sachs,8513165.28,7.06,7.06,2.96,2019-11-23,OTC,79.8951,SUSPEND,ANNUAL,REJECTED,MXN,PHYSICAL,1caa8cea73f2e24,23757c02ff3e100,1
24fac0684c2c5e0,35a4e97c,1cd73157b11d394,FEDERAL,9253587,2018-06-25,157.7069,395073,62305738.10,EXECUTED,BROKER,BSE,VIX,2018-09-28 07:00:27.733,BUY LIMIT,INST,250,724,CUST_ID: '1cd73157b11d394' PRICE: '157.706900' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'BSE',INITIATED,191464056,421383,MUFG,3259227.17,6.20,6.20,2.48,2019-11-06,ETC,140.5103,SELL,QUARTERLY,CANCELLED,SEK,DIRECT,1dd443b9080c324,1f26394c25707e8,1
2354515c9d2fdc0,35a4e97d,1b4e4f996a6ea3c,CD,2529833,2018-07-30,55.8742,315710,17640043.68,CANCELLED,BROKER,NSX,RUSSEL MIDCAP,2018-09-28 06:10:50.774,BUY LIMIT,INST,838,246,CUST_ID: '1b4e4f996a6ea3c' PRICE: '55.874200' LOAN_TYPE: 'CD' EXCHANGE: 'NSX',REVIEW,827588142,7198736,MUFG,5613805.86,10.72,10.72,12.07,2020-11-05,ETC,50.0508,BUY,DAILY,CANCELLED,AUD,ELECTRONIC,1b2da42526f4ce0,1c0354ebbba0d60,1
163e4980333a6f9,35a4e97d,270f81dc4589d50,FEDERAL,4627012,2018-09-14,8.9683,528261,4737603.13,BOOKED,CLEARING HOUSE,BSE,DOW JONES TRANSPORT,2018-09-28 06:10:50.774,SELL LIMIT,INST,81,879,CUST_ID: '270f81dc4589d50' PRICE: '8.968300' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'BSE',SUBMITTED,704655548,2888532,China Construction Bank,5818851.38,10.13,10.13,11.73,2019-03-17,CALL,8.3587,SUSPEND,MONTHLY,HOLD,USD,PHYSICAL,1c2b464f83b1524,246bb947d16b1b8,1
1e8341ca118fae0,35a4e97d,18e4ca0f151ba16,CD,8114370,2018-08-09,187.3694,415643,77878779.52,CANCELLED,FEDERAL,BSE,DOW JONES TRANSPORT,2018-09-28 06:10:50.774,BUY STOP,THIRD PARTY,331,801,CUST_ID: '18e4ca0f151ba16' PRICE: '187.369400' LOAN_TYPE: 'CD' EXCHANGE: 'BSE',CLEARED,358632129,6436786,Bank of America,7956577.24,3.57,3.57,10.86,2019-06-11,CALL,194.5924,HOLD,MONTHLY,DONE,USD,ELECTRONIC,2104ae3ae27cd58,174721edf302520,1
28986b63e62f6b0,35a4e97e,1f912c7ff2030f8,STATE,1497118,2018-09-09,70.3400,262206,18443570.04,BOOKED,BROKER,NASDAQ,VIX,2018-09-26 12:47:35.453,SELL STOP,INST,908,910,CUST_ID: '1f912c7ff2030f8' PRICE: '70.340000' LOAN_TYPE: 'STATE' EXCHANGE: 'NASDAQ',SUBMITTED,174359342,4456175,BNP Paribas,5709036.87,11.29,11.29,12.99,2020-03-29,OTC,68.0107,SELL,ANNUAL,REJECTED,CHF,THIRD PARTY,1b43ec24b7ca530,1e1b5f98e6680dc,1
2636b0a88436ed0,35a4e97f,246eaf80e2d5c78,STATE,1497118,2018-09-09,31.2175,694649,21685205.16,REJECTED,CLEARING HOUSE,NYSE,VIX,2018-09-24 10:29:31.890,SELL LIMIT,SELL SIDE,339,372,CUST_ID: '246eaf80e2d5c78' PRICE: '31.217500' LOAN_TYPE: 'STATE' EXCHANGE: 'NYSE',SUBMITTED,242218251,4863441,RBC,7865553.13,4.84,4.84,8.04,2018-10-30,ETC,28.5443,BUY,WEEKLY,DONE,EUR,PHYSICAL,27c7e88c00e0080,1d3b533f5ce8340,1
28cfdf808db4950,35a4e980,1ceb55d08591974,STATE,1497118,2018-09-09,102.2594,192089,19642905.89,EXECUTED,CUSTODIAN,NSX,DOW JONES IND,2018-09-24 06:09:32.070,BUY LIMIT,GOVT,58,20,CUST_ID: '1ceb55d08591974' PRICE: '102.259400' LOAN_TYPE: 'STATE' EXCHANGE: 'NSX',REVIEW,850164467,7389498,HSBC,8003086.50,8.73,8.73,5.41,2019-11-01,OTC,93.2952,BUY,WEEKLY,CANCELLED,EUR,DIRECT,1e4111417dec738,22d12a7904ce2f0,1
267a7ba917e4d90,35a4e981,227c5b8f8fdd650,STATE,1497118,2018-09-09,88.5292,279572,24750285.50,CANCELLED,CUSTODIAN,CME,DOW GLOBAL,2018-09-27 06:14:36.418,SELL LIMIT,GOVT,302,52,CUST_ID: '227c5b8f8fdd650' PRICE: '88.529200' LOAN_TYPE: 'STATE' EXCHANGE: 'CME',REVIEW,226617262,4478450,TD,8496887.79,4.06,4.06,5.10,2019-03-11,PUT,87.8070,HOLD,QUARTERLY,REJECTED,SEK,THIRD PARTY,19537360510f8a6,17514fe27e10ec4,1
2636b0a88436ed0,35a4e982,246eaf80e2d5c78,STATE,1497118,2018-09-09,78.9294,871543,68790366.06,DEFERRED,BROKER,PHLX,DOW JONES TRANSPORT,2018-09-24 10:09:43.068,SELL LIMIT,BUY SIDE,184,991,CUST_ID: '246eaf80e2d5c78' PRICE: '78.929400' LOAN_TYPE: 'STATE' EXCHANGE: 'PHLX',REVIEW,548088354,7759527,BNP Paribas,2549394.94,9.20,9.20,10.22,2019-12-12,PUT,81.6545,SELL,ANNUAL,DONE,SEK,DIRECT,21fef21002c1d88,1da80fc4f56d4dc,1
1bb13f23543198c,35a4e983,2139faa14fc94f8,LOAN_DAILY_BAL,3371785,2018-07-23,66.6558,2300059,153312332.65,BOOKED,CLEARING HOUSE,NSX,STOXX EUROPE,2018-09-23 02:50:22.221,MARKET,THIRD PARTY,547,388,CUST_ID: '2139faa14fc94f8' PRICE: '66.655826' LOAN_TYPE: 'LOAN_DAILY_BAL' EXCHANGE: 'NSX',INITIATED,366599708,7759527,RBC,9151507.79,12.45,12.45,3.40,2020-02-29,OTC,178.1164,HOLD,QUARTERLY,REJECTED,CNY,DIRECT,175402951f170c2,242b92f46c3b5f0,1
1997bde9cbd1e30,35a4e989,242696728c2cf78,CD,2579681,2018-07-26,37.0736,771416,28599168.22,CANCELLED,CUSTODIAN,CHX,NASDAQ COMP,2018-09-24 03:09:14.839,BUY STOP,THIRD PARTY,792,884,CUST_ID: '242696728c2cf78' PRICE: '37.073600' LOAN_TYPE: 'CD' EXCHANGE: 'CHX',CLEARED,801857014,9961045,Deutsche Bank,5435062.88,7.85,7.85,8.37,2020-10-13,PUT,35.3810,SELL,ANNUAL,CANCELLED,GBP,THIRD PARTY,19630f7e752c02a,1a8349240a422b8,1
1ca9c5f288fd90c,35a4e98a,1ba533c48e52efc,CD,2579681,2018-07-26,166.7911,462594,77156562.11,IN PROCESS,BROKER,CBOE,RUSSEL MIDCAP,2018-09-29 10:38:02.391,SELL LIMIT,INST,788,187,CUST_ID: '1ba533c48e52efc' PRICE: '166.791100' LOAN_TYPE: 'CD' EXCHANGE: 'CBOE',CLEARED,677725988,4170639,China Construction Bank,9798928.45,9.56,9.56,10.69,2019-12-20,CALL,155.9001,BUY,ANNUAL,HOLD,USD,PHYSICAL,16da71b6015dcbb,1b18b117ceb7568,1
18194034f38b98d,35a4e98b,22fda056fe95a78,CD,2579681,2018-07-26,173.8246,596127,103621537.32,DEFERRED,CUSTODIAN,NSX,DOW JONES IND,2018-09-24 04:06:54.066,BUY STOP,INST,424,939,CUST_ID: '22fda056fe95a78' PRICE: '173.824600' LOAN_TYPE: 'CD' EXCHANGE: 'NSX',REVIEW,250389234,9025761,ICBC,6347146.44,10.52,10.52,3.55,2019-04-26,OTC,164.5968,SELL,ANNUAL,CANCELLED,EUR,ELECTRONIC,255957ac70a9e88,1e8a9cf0a6d91f0,1
296bccea44e4cd0,35a4e98c,248a15412c54720,CD,2579681,2018-07-26,136.4886,297799,40646168.59,DEFERRED,CLEARING HOUSE,NYSE,DOW GLOBAL,2018-09-25 10:27:38.367,SELL LIMIT,BUY SIDE,235,562,CUST_ID: '248a15412c54720' PRICE: '136.488600' LOAN_TYPE: 'CD' EXCHANGE: 'NYSE',REVIEW,478741635,3649361,Credit Suisse,7227862.20,9.40,9.40,9.64,2020-09-06,OTC,131.2013,BUY,DAILY,DONE,USD,DIRECT,2c5faacc37a2ea0,1b8d8c3c71055d4,1
214ddae934afa58,35a4e98d,2988a1c7e8269f0,LOAN_DAILY_BAL,4148061,2018-09-06,117.4957,2127936,250023436.25,REJECTED,BROKER,AMEX,DOW GLOBAL,2018-09-25 04:15:35.245,STOP,BUY SIDE,260,160,CUST_ID: '2988a1c7e8269f0' PRICE: '117.495750' LOAN_TYPE: 'LOAN_DAILY_BAL' EXCHANGE: 'AMEX',CLEARED,159116869,8707161,Bank of America,9759702.35,3.33,3.33,2.40,2019-03-28,PUT,61.9477,HOLD,QUARTERLY,DONE,CHF,PHYSICAL,1e52f0cecc05a10,2778bf8920e47b0,1
28986b63e62f6b0,35a4e98e,1f912c7ff2030f8,FEDERAL,3575592,2018-09-17,95.7149,287570,27524733.79,EXECUTED,STATE,NSX,SP500,2018-09-25 11:13:04.689,BUY STOP,BUY SIDE,510,969,CUST_ID: '1f912c7ff2030f8' PRICE: '95.714900' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'NSX',INITIATED,581625944,9044407,Agricultural Bank of China,8934397.98,2.27,2.27,10.03,2020-04-06,ETC,103.5122,BUY,MONTHLY,HOLD,MXN,THIRD PARTY,292b25fa11a3680,19503a688910ed6,1
214ddae934afa58,35a4e98f,2988a1c7e8269f0,FEDERAL,3575592,2018-09-17,117.2921,10585,1241536.88,EXECUTED,CUSTODIAN,CHX,FTSE WORLD,2018-09-26 03:20:30.579,STOP,GOVT,514,886,CUST_ID: '2988a1c7e8269f0' PRICE: '117.292100' LOAN_TYPE: 'FEDERAL' EXCHANGE: 'CHX',INITIATED,461989190,9370053,TD,4806642.93,4.60,4.60,6.13,2020-10-15,CALL,129.2111,SELL,QUARTERLY,DONE,GBP,PHYSICAL,26afe7713a2ce20,24c51ce2deafa78,1
280409b8486fe70,35a4e990,22db453952b3890,LOAN_DAILY_BAL,4100868,2018-09-25,96.4809,298155,28766270.67,IN PROCESS,STATE,NASDAQ,FTSE WORLD,2018-09-25 12:50:02.131,BUY LIMIT,BUY SIDE,548,431,CUST_ID: '22db453952b3890' PRICE: '96.480927' LOAN_TYPE: 'LOAN_DAILY_BAL' EXCHANGE: 'NASDAQ',SUBMITTED,503307046,5523964,UBS,709679.78,7.99,7.99,5.59,2020-01-20,CALL,139.4914,SUSPEND,SEMI ANNUAL,CANCELLED,AUD,ELECTRONIC,19ab0196a78b148,2135e61b1a62a80,1
1751ca567c74315,35a4e991,1aec877ba884f88,TIPS,6775314,2018-07-26,104.6044,446755,46732538.72,DEFERRED,CLEARING HOUSE,NASDAQ,VIX,2018-09-27 08:37:54.983,SELL LIMIT,BUY SIDE,797,142,CUST_ID: '1aec877ba884f88' PRICE: '104.604400' LOAN_TYPE: 'TIPS' EXCHANGE: 'NASDAQ',CLEARED,428020116,2720267,Wells Fargo,7963818.29,6.42,6.42,2.32,2019-02-11,OTC,95.1244,SUSPEND,ANNUAL,CANCELLED,USD,DIRECT,1d51817428d4910,21145fa1a7fbcf8,1
23fc30f501a8450,35a4e991,1d273209540b284,CORP,3016866,2018-07-10,96.8884,818837,79335806.79,IN PROCESS,BANK,NSX,DOW JONES TRANSPORT,2018-09-27 08:37:54.983,STOP,SELL SIDE,873,811,CUST_ID: '1d273209540b284' PRICE: '96.888400' LOAN_TYPE: 'CORP' EXCHANGE: 'NSX',REVIEW,678567750,2508749,JP Morgan,78860.59,8.81,8.81,7.65,2021-01-03,OTC,102.5710,BUY,WEEKLY,DONE,JPY,DIRECT,18fecf8a6a37f76,1c4ffe58da2abd4,1
2b3bfd2621de800,35a4e991,1a1ad5aafe8d63c,CD,7893259,2018-09-24,30.6289,957951,29340985.38,DEFERRED,CLEARING HOUSE,CME,DOW JONES IND,2018-09-27 08:37:54.983,STOP,GOVT,825,772,CUST_ID: '1a1ad5aafe8d63c' PRICE: '30.628900' LOAN_TYPE: 'CD' EXCHANGE: 'CME',SUBMITTED,749014205,2949776,JP Morgan,6716060.73,4.22,4.22,7.09,2020-02-25,ETC,27.9852,SUSPEND,MONTHLY,CANCELLED,CAD,THIRD PARTY,19b18050837bf16,2c4bfe1c2ae9f10,1
20c64eaee4d7f48,35a4e991,183a44d121e91a4,CD,1497118,2018-09-10,124.9666,862590,107794939.49,CANCELLED,STATE,PHLX,VIX,2018-09-27 08:37:54.983,SELL STOP,THIRD PARTY,806,923,CUST_ID: '183a44d121e91a4' PRICE: '124.966600' LOAN_TYPE: 'CD' EXCHANGE: 'PHLX',REVIEW,875658801,9665573,Agricultural Bank of China,3984322.56,3.39,3.39,9.99,2019-06-03,ETC,114.9864,HOLD,MONTHLY,DONE,SEK,ELECTRONIC,1d814bf3ebc6250,1f7d18fe8a71170,1
1c5f46635b87124,35a4e993,1ee331c47fc43d8,CORP,1507354,2018-07-22,80.4063,708106,56936183.47,IN PROCESS,BANK,CME,RUSSEL MIDCAP,2018-09-25 04:54:38.221,STOP,GOVT,421,605,CUST_ID: '1ee331c47fc43d8' PRICE: '80.406300' LOAN_TYPE: 'CORP' EXCHANGE: 'CME',INITIATED,805024317,9084346,Bank of China,393397.34,10.81,10.81,12.93,2019-10-31,ETC,76.1386,SUSPEND,WEEKLY,CANCELLED,AUD,DIRECT,1a4554708d41ffc,2bd66707abff930,1
2354515c9d2fdc0,35a4e994,1b4e4f996a6ea3c,CORP,1507354,2018-07-22,94.9216,797291,75680137.39,EXECUTED,BROKER,CHX,VIX,2018-09-24 06:58:33.586,STOP,GOVT,757,476,CUST_ID: '1b4e4f996a6ea3c' PRICE: '94.921600' LOAN_TYPE: 'CORP' EXCHANGE: 'CHX',INITIATED,843960663,4198675,Wells Fargo,5761949.69,10.53,10.53,7.26,2019-01-07,CALL,104.7451,HOLD,QUARTERLY,CANCELLED,CAD,ELECTRONIC,2b8184e98c87a10,2c160059ff3c020,1
1983dd1e0a5e9ac,35a4e995,27c99a393ba86d0,CORP,1507354,2018-07-22,69.6919,314098,21890086.41,CANCELLED,FEDERAL,NSX,DOW JONES TRANSPORT,2018-09-24 06:48:26.253,BUY STOP,GOVT,471,66,CUST_ID: '27c99a393ba86d0' PRICE: '69.691900' LOAN_TYPE: 'CORP' EXCHANGE: 'NSX',REVIEW,475157165,8045248,ICBC,710697.75,12.92,12.92,10.04,2020-11-16,PUT,68.6557,SELL,MONTHLY,CANCELLED,USD,THIRD PARTY,228db1e59642a78,1767105ee4c8fed,1
267a7ba917e4d90,35a4e996,227c5b8f8fdd650,CORP,1507354,2018-07-22,37.2106,317474,11813398.02,CANCELLED,BANK,CME,STOXX EUROPE,2018-09-28 02:14:25.634,MARKET,INST,942,701,CUST_ID: '227c5b8f8fdd650' PRICE: '37.210600' LOAN_TYPE: 'CORP' EXCHANGE: 'CME',CLEARED,817933613,6751048,TD,3002216.22,10.19,10.19,5.45,2019-10-28,OTC,36.2991,SUSPEND,QUARTERLY,CANCELLED,AUD,THIRD PARTY,28225ed48f7f760,1c3f7b03ce49bb0,1
23926a0628ebcd8,35a4e997,1d2e9f40a29bf98,LOAN_DAILY_BAL,7030891,2018-07-02,77.8298,2136969,166319805.28,EXECUTED,BANK,NYSE,DOW JONES IND,2018-09-29 02:28:23.661,BUY LIMIT,BUY SIDE,815,520,CUST_ID: '1d2e9f40a29bf98' PRICE: '77.829770' LOAN_TYPE: 'LOAN_DAILY_BAL' EXCHANGE: 'NYSE',INITIATED,227247123,5391844,MUFG,1861413.25,9.16,9.16,12.34,2020-08-02,ETC,12.1217,HOLD,DAILY,DONE,CHF,DIRECT,20e49ed4bc7c580,22b457abc6ec448,1
2b8b87679eb4ec0,35a4e998,1e891ae1f2e56d0,CORP,759570,2018-07-01,49.0331,692650,33962776.72,CANCELLED,BANK,NSX,DOW JONES TRANSPORT,2018-09-23 07:53:58.637,BUY LIMIT,INST,369,860,CUST_ID: '1e891ae1f2e56d0' PRICE: '49.033100' LOAN_TYPE: 'CORP' EXCHANGE: 'NSX',SUBMITTED,753264087,2807242,Capital One,2298826.42,10.17,10.17,3.98,2019-04-04,CALL,49.7454,BUY,ANNUAL,CANCELLED,CHF,PHYSICAL,1e16a74111eb438,18b029a7e385bf4,1
